Term 1,Term 2,Term 3,frequency of trigram,frequency of context (bigram Term1 + Term2),probability of trigram
Ok,</s>,<s>,6,6,1.0
<s>,Gracias,</s>,6,18,0.3333333333333333
Gracias,</s>,<s>,6,6,1.0
como,a,las,6,8,0.75
en,la,casa,6,23,0.2608695652173913
ya,</s>,<s>,6,6,1.0
</s>,<s>,Con,6,1592,0.0037688442211055275
mejor,</s>,<s>,6,6,1.0
día,de,mañana,6,10,0.6
bro?,</s>,<s>,5,5,1.0
<s>,Vava,</s>,5,6,0.8333333333333334
Vava,</s>,<s>,5,5,1.0
<s>,Que,si,5,44,0.11363636363636363
<s>,"Va,",</s>,5,14,0.35714285714285715
"Va,",</s>,<s>,5,5,1.0
<s>,Creo,que,5,8,0.625
a,las,12,5,28,0.17857142857142858
las,12,</s>,5,6,0.8333333333333334
</s>,<s>,"Mmm,",5,1592,0.00314070351758794
del,lado,del,5,6,0.8333333333333334
que,hora,la,5,9,0.5555555555555556
<s>,Ah,"si,",5,21,0.23809523809523808
</s>,<s>,Ese,5,1592,0.00314070351758794
entrar,</s>,<s>,5,5,1.0
</s>,<s>,Jajajaja,5,1592,0.00314070351758794
quieres,</s>,<s>,5,5,1.0
</s>,<s>,Al,5,1592,0.00314070351758794
el,note,9,5,6,0.8333333333333334
</s>,<s>,Los,5,1592,0.00314070351758794
5,</s>,<s>,5,5,1.0
</s>,<s>,"Bueno,",5,1592,0.00314070351758794
es,</s>,<s>,5,5,1.0
mañana,</s>,<s>,5,5,1.0
</s>,<s>,"Sale,",5,1592,0.00314070351758794
llegue,</s>,<s>,5,5,1.0
8,</s>,<s>,5,5,1.0
<s>,Ya,llegue,5,78,0.0641025641025641
</s>,<s>,Perfecto,5,1592,0.00314070351758794
gracias,profesora,</s>,5,5,1.0
que,</s>,<s>,4,4,1.0
<s>,Simon,jaja,4,8,0.5
Simon,jaja,</s>,4,4,1.0
<s>,A,ver,4,23,0.17391304347826086
en,el,grupo,4,24,0.16666666666666666
</s>,<s>,Pus,4,1592,0.002512562814070352
la,escuela,</s>,4,4,1.0
escuela,</s>,<s>,4,4,1.0
igual,</s>,<s>,4,4,1.0
</s>,<s>,Tons,4,1592,0.002512562814070352
</s>,<s>,Pa,4,1592,0.002512562814070352
<s>,"Simon,",yo,4,21,0.19047619047619047
</s>,<s>,La,4,1592,0.002512562814070352
<s>,O,"sea,",4,28,0.14285714285714285
clase,</s>,<s>,4,4,1.0
<s>,No,me,4,51,0.0784313725490196
verdad?,</s>,<s>,4,4,1.0
a,la,hora,4,19,0.21052631578947367
bueno,</s>,<s>,4,4,1.0
</s>,<s>,",",4,1592,0.002512562814070352
es?,</s>,<s>,4,4,1.0
</s>,<s>,Una,4,1592,0.002512562814070352
<s>,"Si,",pero,4,56,0.07142857142857142
<s>,Yo,creo,4,20,0.2
Yo,creo,que,4,4,1.0
creo,que,no,4,14,0.2857142857142857
</s>,<s>,Eso,4,1592,0.002512562814070352
casa,</s>,<s>,4,4,1.0
</s>,<s>,Puede,4,1592,0.002512562814070352
</s>,<s>,Tengo,4,1592,0.002512562814070352
<s>,Que,paso?,4,44,0.09090909090909091
Que,paso?,</s>,4,4,1.0
paso?,</s>,<s>,4,4,1.0
nada,</s>,<s>,4,4,1.0
<s>,No,estoy,4,51,0.0784313725490196
10,</s>,<s>,4,4,1.0
<s>,A,qué,4,23,0.17391304347826086
<s>,Al,rato,4,5,0.8
</s>,<s>,Ando,4,1592,0.002512562814070352
llevo,</s>,<s>,4,4,1.0
</s>,<s>,Así,4,1592,0.002512562814070352
<s>,Dice,mi,4,7,0.5714285714285714
tía,</s>,<s>,4,4,1.0
papá,</s>,<s>,4,4,1.0
</s>,<s>,Saca,4,1592,0.002512562814070352
a,las,8,4,28,0.14285714285714285
las,8,</s>,4,5,0.8
</s>,<s>,Aqui,4,1592,0.002512562814070352
Ya,llegue,</s>,4,5,0.8
<s>,Gracias,profesora,4,18,0.2222222222222222
Gracias,profesora,</s>,4,4,1.0
</s>,<s>,Muchas,4,1592,0.002512562814070352
<s>,Muchas,gracias,4,4,1.0
</s>,<s>,Disculpe,4,1592,0.002512562814070352
<s>,Disculpe,"profesora,",4,4,1.0
hora,la,puedo,4,5,0.8
<s>,Ya,se,3,78,0.038461538461538464
bro,jaja,</s>,3,3,1.0
una,vez,que,3,4,0.75
dicen,</s>,<s>,3,3,1.0
al,rato,voy,3,9,0.3333333333333333
</s>,<s>,Ahi,3,1592,0.0018844221105527637
si?,</s>,<s>,3,3,1.0
mañana?,</s>,<s>,3,3,1.0
</s>,<s>,Pueden,3,1592,0.0018844221105527637
12?,</s>,<s>,3,3,1.0
que,a,las,3,4,0.75
lado,del,back,3,5,0.6
back,no?,</s>,3,3,1.0
yo,creo,que,3,5,0.6
caon,</s>,<s>,3,3,1.0
la,hora,que,3,5,0.6
</s>,<s>,Listo,3,1592,0.0018844221105527637
<s>,Y,el,3,33,0.09090909090909091
<s>,Ahorita,lo,3,20,0.15
nos,vamos,a,3,4,0.75
que,si,</s>,3,14,0.21428571428571427
</s>,<s>,Hay,3,1592,0.0018844221105527637
<s>,Hay,que,3,3,1.0
<s>,que,si,3,7,0.42857142857142855
deja,entrar,</s>,3,3,1.0
</s>,<s>,Cuales,3,1592,0.0018844221105527637
mano,</s>,<s>,3,3,1.0
</s>,<s>,xd,3,1592,0.0018844221105527637
<s>,xd,</s>,3,3,1.0
<s>,"No,",si,3,21,0.14285714285714285
<s>,Y,ya,3,33,0.09090909090909091
</s>,<s>,ese,3,1592,0.0018844221105527637
<s>,Ya,nomas,3,78,0.038461538461538464
</s>,<s>,Esa,3,1592,0.0018844221105527637
</s>,<s>,Cuando,3,1592,0.0018844221105527637
que,no,</s>,3,17,0.17647058823529413
<s>,Creo,</s>,3,8,0.375
Creo,</s>,<s>,3,3,1.0
jeje,</s>,<s>,3,3,1.0
</s>,<s>,Ahhhh,3,1592,0.0018844221105527637
<s>,Eso,es,3,4,0.75
</s>,<s>,"Vale,",3,1592,0.0018844221105527637
😘,</s>,<s>,3,3,1.0
la,casa,</s>,3,7,0.42857142857142855
<s>,No,"sé,",3,51,0.058823529411764705
</s>,<s>,Mi,3,1592,0.0018844221105527637
<s>,Gracias,tía,3,18,0.16666666666666666
color?,</s>,<s>,3,3,1.0
<s>,Puede,ser,3,4,0.75
si,quieres,</s>,3,6,0.5
</s>,<s>,rolonbertocr7@gmail.com,3,1592,0.0018844221105527637
<s>,rolonbertocr7@gmail.com,</s>,3,3,1.0
rolonbertocr7@gmail.com,</s>,<s>,3,3,1.0
a,las,7,3,28,0.10714285714285714
No,estoy,en,3,4,0.75
estoy,en,la,3,5,0.6
contraseña,</s>,<s>,3,3,1.0
<s>,Oye,"tía,",3,7,0.42857142857142855
</s>,<s>,Porfa,3,1592,0.0018844221105527637
<s>,Porfa,</s>,3,3,1.0
Porfa,</s>,<s>,3,3,1.0
</s>,<s>,Dame,3,1592,0.0018844221105527637
</s>,<s>,Tienes,3,1592,0.0018844221105527637
<s>,Ya,lo,3,78,0.038461538461538464
</s>,<s>,Vamos,3,1592,0.0018844221105527637
</s>,<s>,Las,3,1592,0.0018844221105527637
</s>,<s>,Vas,3,1592,0.0018844221105527637
note,9,</s>,3,5,0.6
9,</s>,<s>,3,3,1.0
otro,</s>,<s>,3,3,1.0
</s>,<s>,ya,3,1592,0.0018844221105527637
<s>,Ah,sí,3,21,0.14285714285714285
imprimo,</s>,<s>,3,3,1.0
ta,bien,</s>,3,3,1.0
</s>,<s>,Cuál,3,1592,0.0018844221105527637
A,qué,hora,3,4,0.75
a,la,1,3,19,0.15789473684210525
<s>,Que,te,3,44,0.06818181818181818
<s>,"Si,",al,3,56,0.05357142857142857
la,llevo,</s>,3,4,0.75
esta?,</s>,<s>,3,3,1.0
<s>,Así,es,3,4,0.75
</s>,<s>,Cómo,3,1592,0.0018844221105527637
Dice,mi,mamá,3,4,0.75
mi,mamá,que,3,13,0.23076923076923078
<s>,Voy,a,3,13,0.23076923076923078
<s>,Saca,las,3,4,0.75
Montse,</s>,<s>,3,3,1.0
vamos,</s>,<s>,3,3,1.0
eso,</s>,<s>,3,3,1.0
hz,</s>,<s>,3,3,1.0
</s>,<s>,Solo,3,1592,0.0018844221105527637
<s>,Ya,ando,3,78,0.038461538461538464
todo,bien,</s>,3,3,1.0
digo,</s>,<s>,3,3,1.0
</s>,<s>,no,3,1592,0.0018844221105527637
550,</s>,<s>,3,3,1.0
mi,papa,</s>,3,4,0.75
papa,</s>,<s>,3,3,1.0
</s>,<s>,"Ah,",3,1592,0.0018844221105527637
<s>,"Sales,",</s>,3,8,0.375
"Sales,",</s>,<s>,3,3,1.0
de,comer,</s>,3,4,0.75
comer,</s>,<s>,3,3,1.0
esta,bien,</s>,3,3,1.0
llegar,</s>,<s>,3,3,1.0
<s>,"Si,",todo,3,56,0.05357142857142857
vez,</s>,<s>,3,3,1.0
<s>,En,cuanto,3,15,0.2
</s>,<s>,Nomas,3,1592,0.0018844221105527637
chelas,</s>,<s>,3,3,1.0
<s>,Yo,ya,3,20,0.15
por,ti,</s>,3,3,1.0
ti,</s>,<s>,3,3,1.0
me,doy,una,3,3,1.0
doy,una,vuelta,3,3,1.0
la,camioneta,</s>,3,3,1.0
camioneta,</s>,<s>,3,3,1.0
Vale,"profesora,",muchas,3,18,0.16666666666666666
"profesora,",muchas,gracias,3,3,1.0
muchas,gracias,</s>,3,3,1.0
<s>,Perfecto,"profesora,",3,5,0.6
Muchas,gracias,profesora,3,4,0.75
es,que,no,3,10,0.3
Hola,"profesora,",yo,3,11,0.2727272727272727
</s>,<s>,Buenas,3,1592,0.0018844221105527637
"profesora,",el,día,3,5,0.6
profesora,jaja,</s>,3,3,1.0
<s>,Buen,dia,3,14,0.21428571428571427
Buen,dia,"profesora,",3,3,1.0
</s>,<s>,"Entonces,",3,1592,0.0018844221105527637
.1,</s>,<s>,3,3,1.0
servicio,</s>,<s>,3,3,1.0
la,puedo,encontrar,3,4,0.75
de,mañana,a,3,9,0.3333333333333333
mañana,a,que,3,5,0.6
sin,problema,</s>,3,3,1.0
problema,</s>,<s>,3,3,1.0
el,dia,de,3,4,0.75
dia,de,mañana,3,3,1.0
el,numero,de,3,4,0.75
filas,</s>,<s>,3,3,1.0
</s>,<s>,Jijo,3,1592,0.0018844221105527637
a,la,reu,2,19,0.10526315789473684
Ya,se,las,2,3,0.6666666666666666
calendario,</s>,<s>,2,2,1.0
</s>,<s>,"Noma,",2,1592,0.001256281407035176
</s>,<s>,Mas,2,1592,0.001256281407035176
<s>,"Si,",hacer,2,56,0.03571428571428571
pero,no,se,2,6,0.3333333333333333
no,se,bien,2,10,0.2
<s>,"Simon,",hay,2,21,0.09523809523809523
"Simon,",hay,que,2,2,1.0
hay,que,revisar,2,6,0.3333333333333333
y,ver,que,2,2,1.0
</s>,<s>,Tu,2,1592,0.001256281407035176
<s>,O,a,2,28,0.07142857142857142
show,</s>,<s>,2,2,1.0
el,grupo,</s>,2,4,0.5
grupo,</s>,<s>,2,2,1.0
<s>,Pues,ya,2,11,0.18181818181818182
nosotros,</s>,<s>,2,2,1.0
"bro,",porfa?,</s>,2,2,1.0
</s>,<s>,"SImon,",2,1592,0.001256281407035176
les,decimos,que,2,2,1.0
el,proceso,</s>,2,3,0.6666666666666666
proceso,</s>,<s>,2,2,1.0
<s>,Para,el,2,13,0.15384615384615385
cosa,</s>,<s>,2,2,1.0
me,tengo,que,2,2,1.0
de,la,escuela,2,13,0.15384615384615385
</s>,<s>,Cualquier,2,1592,0.001256281407035176
<s>,Cualquier,cosa,2,2,1.0
<s>,Si,"no,",2,104,0.019230769230769232
<s>,Simon,</s>,2,8,0.25
Simon,</s>,<s>,2,2,1.0
<s>,Ah,si,2,21,0.09523809523809523
me,parece,que,2,3,0.6666666666666666
trabajar,</s>,<s>,2,2,1.0
te,vas,a,2,2,1.0
celula,</s>,<s>,2,2,1.0
<s>,Simon,bro,2,8,0.25
chavos?,</s>,<s>,2,2,1.0
Va,que,"va,",2,11,0.18181818181818182
requerimientos,</s>,<s>,2,2,1.0
paso,</s>,<s>,2,2,1.0
en,el,drive,2,24,0.08333333333333333
sale,</s>,<s>,2,2,1.0
</s>,<s>,este,2,1592,0.001256281407035176
este,</s>,<s>,2,2,1.0
nomas,</s>,<s>,2,2,1.0
voy,dando,</s>,2,2,1.0
dando,</s>,<s>,2,2,1.0
</s>,<s>,Oigan,2,1592,0.001256281407035176
<s>,Oigan,"chavos,",2,2,1.0
un,chingo,de,2,2,1.0
creo,que,si,2,14,0.14285714285714285
o,si?,</s>,2,2,1.0
<s>,O,como,2,28,0.07142857142857142
<s>,Le,voy,2,8,0.25
a,las,11,2,28,0.07142857142857142
las,11,</s>,2,2,1.0
11,</s>,<s>,2,2,1.0
no,te,preocupes,2,3,0.6666666666666666
de,lo,que,2,3,0.6666666666666666
ese,filtrado,lo,2,2,1.0
filtrado,lo,hace,2,3,0.6666666666666666
SITMA?,</s>,<s>,2,2,1.0
<s>,Entonces,que,2,10,0.2
lado,del,front,2,5,0.4
y,del,lado,2,2,1.0
del,back,no,2,3,0.6666666666666666
<s>,O,que,2,28,0.07142857142857142
que,mas?,</s>,2,2,1.0
mas?,</s>,<s>,2,2,1.0
el,nuevo,parametro,2,3,0.6666666666666666
nos,ponemos,de,2,2,1.0
ponemos,de,acuerdo,2,2,1.0
<s>,Como,la,2,7,0.2857142857142857
ya,le,dije,2,6,0.3333333333333333
el,doc,</s>,2,3,0.6666666666666666
doc,</s>,<s>,2,2,1.0
eso?,</s>,<s>,2,2,1.0
voy,a,andar,2,16,0.125
a,andar,en,2,2,1.0
no,voy,a,2,2,1.0
en,clase,</s>,2,2,1.0
<s>,Porque,si,2,12,0.16666666666666666
creo,que,hasta,2,14,0.14285714285714285
es,que,los,2,10,0.2
<s>,"Simon,",lo,2,21,0.09523809523809523
los,3,</s>,2,9,0.2222222222222222
3,</s>,<s>,2,2,1.0
</s>,<s>,Esta,2,1592,0.001256281407035176
</s>,<s>,Mañana,2,1592,0.001256281407035176
<s>,Mañana,a,2,2,1.0
lo,agendo,</s>,2,2,1.0
agendo,</s>,<s>,2,2,1.0
<s>,En,el,2,15,0.13333333333333333
es,el,de,2,14,0.14285714285714285
el,de,disputes,2,7,0.2857142857142857
</s>,<s>,Este,2,1592,0.001256281407035176
<s>,Este,es,2,2,1.0
</s>,<s>,Cual,2,1592,0.001256281407035176
merchants?,</s>,<s>,2,2,1.0
<s>,El,de,2,16,0.125
</s>,<s>,Supongo,2,1592,0.001256281407035176
<s>,Supongo,que,2,2,1.0
<s>,Si,nos,2,104,0.019230769230769232
dice,</s>,<s>,2,2,1.0
todo,</s>,<s>,2,2,1.0
me,hace,que,2,2,1.0
</s>,<s>,"Ahh,",2,1592,0.001256281407035176
</s>,<s>,Dejame,2,1592,0.001256281407035176
Que,onda,</s>,2,6,0.3333333333333333
onda,</s>,<s>,2,2,1.0
juntos?,</s>,<s>,2,2,1.0
echo,un,ojo,2,2,1.0
<s>,Porque,no,2,12,0.16666666666666666
<s>,Ya,le,2,78,0.02564102564102564
le,hago?,</s>,2,2,1.0
hago?,</s>,<s>,2,2,1.0
lo,checo,</s>,2,2,1.0
checo,</s>,<s>,2,2,1.0
a,ver,</s>,2,7,0.2857142857142857
ver,</s>,<s>,2,2,1.0
tambien,</s>,<s>,2,2,1.0
Hugo?,</s>,<s>,2,2,1.0
de,qa,</s>,2,3,0.6666666666666666
qa,</s>,<s>,2,2,1.0
<s>,ese,</s>,2,3,0.6666666666666666
ese,</s>,<s>,2,2,1.0
<s>,No,"jaja,",2,51,0.0392156862745098
tu,</s>,<s>,2,2,1.0
<s>,Ah,</s>,2,21,0.09523809523809523
Ah,</s>,<s>,2,2,1.0
Ya,nomas,que,2,3,0.6666666666666666
es,lo,que,2,5,0.4
<s>,Por,eso,2,7,0.2857142857142857
ese,es,el,2,2,1.0
a,dev,no?,2,3,0.6666666666666666
dev,no?,</s>,2,2,1.0
cambios?,</s>,<s>,2,2,1.0
pregunto,en,el,2,2,1.0
</s>,<s>,nos,2,1592,0.001256281407035176
?,</s>,<s>,2,2,1.0
chavos,</s>,<s>,2,2,1.0
<s>,Es,para,2,27,0.07407407407407407
lo,del,defecto,2,3,0.6666666666666666
lo,que,dijeron,2,12,0.16666666666666666
<s>,Que,ya,2,44,0.045454545454545456
<s>,Ahhhh,</s>,2,3,0.6666666666666666
Ahhhh,</s>,<s>,2,2,1.0
<s>,Jajajaja,</s>,2,5,0.4
Jajajaja,</s>,<s>,2,2,1.0
</s>,<s>,Bambi,2,1592,0.001256281407035176
<s>,Bambi,</s>,2,2,1.0
Bambi,</s>,<s>,2,2,1.0
en,el,calendario,2,24,0.08333333333333333
<s>,Ya,esta,2,78,0.02564102564102564
mi,abuela?,</s>,2,2,1.0
abuela?,</s>,<s>,2,2,1.0
mama,</s>,<s>,2,2,1.0
</s>,<s>,"Tia,",2,1592,0.001256281407035176
Gracias,tía,😘,2,3,0.6666666666666666
tía,😘,</s>,2,2,1.0
mi,abuelita,</s>,2,2,1.0
abuelita,</s>,<s>,2,2,1.0
<s>,En,un,2,15,0.13333333333333333
reseteamos,</s>,<s>,2,2,1.0
<s>,No,estaba,2,51,0.0392156862745098
<s>,No,jaja,2,51,0.0392156862745098
No,jaja,</s>,2,2,1.0
<s>,si,tenemos,2,8,0.25
si,tenemos,</s>,2,2,1.0
tenemos,</s>,<s>,2,2,1.0
<s>,Vale,</s>,2,37,0.05405405405405406
Vale,</s>,<s>,2,2,1.0
</s>,<s>,Nosotros,2,1592,0.001256281407035176
se,</s>,<s>,2,2,1.0
<s>,que,no,2,7,0.2857142857142857
la,comida,</s>,2,2,1.0
comida,</s>,<s>,2,2,1.0
</s>,<s>,Por?,2,1592,0.001256281407035176
<s>,Por?,</s>,2,2,1.0
Por?,</s>,<s>,2,2,1.0
<s>,Ahí,te,2,9,0.2222222222222222
<s>,Si,está,2,104,0.019230769230769232
</s>,<s>,2018093351,2,1592,0.001256281407035176
<s>,2018093351,</s>,2,2,1.0
2018093351,</s>,<s>,2,2,1.0
<s>,De,nada,2,10,0.2
De,nada,</s>,2,2,1.0
a,entrar,</s>,2,2,1.0
como,a,la,2,8,0.25
arriba,</s>,<s>,2,2,1.0
<s>,Ya,vamos,2,78,0.02564102564102564
las,7,</s>,2,4,0.5
7,</s>,<s>,2,2,1.0
<s>,si,</s>,2,8,0.25
</s>,<s>,Dos,2,1592,0.001256281407035176
<s>,Dame,10,2,3,0.6666666666666666
Dame,10,</s>,2,2,1.0
<s>,Tienes,que,2,3,0.6666666666666666
voy,a,ver,2,16,0.125
nos,deja,entrar,2,2,1.0
<s>,Vamos,a,2,3,0.6666666666666666
rato,</s>,<s>,2,2,1.0
<s>,De,que,2,10,0.2
Nico?,</s>,<s>,2,2,1.0
<s>,Ya,estamos,2,78,0.02564102564102564
está,bien,</s>,2,2,1.0
vamos,a,ir,2,8,0.25
buenos,</s>,<s>,2,2,1.0
<s>,Si,te,2,104,0.019230769230769232
</s>,<s>,la,2,1592,0.001256281407035176
digo,que,el,2,8,0.25
<s>,Pero,yo,2,27,0.07407407407407407
</s>,<s>,el,2,1592,0.001256281407035176
pro,</s>,<s>,2,2,1.0
<s>,a,color?,2,6,0.3333333333333333
a,color?,</s>,2,2,1.0
<s>,ya,</s>,2,3,0.6666666666666666
la,imprimo,</s>,2,2,1.0
<s>,Ya,me,2,78,0.02564102564102564
por?,</s>,<s>,2,2,1.0
<s>,Que,les,2,44,0.045454545454545456
<s>,Cuál,es,2,3,0.6666666666666666
Cuál,es,tu,2,2,1.0
lo,hice,con,2,2,1.0
la,de,mi,2,3,0.6666666666666666
de,mi,mamá,2,5,0.4
</s>,<s>,Hace,2,1592,0.001256281407035176
</s>,<s>,Bueno,2,1592,0.001256281407035176
<s>,Bueno,</s>,2,2,1.0
Bueno,</s>,<s>,2,2,1.0
<s>,Ando,en,2,4,0.5
resultados,</s>,<s>,2,2,1.0
negativo,</s>,<s>,2,2,1.0
<s>,Es,el,2,27,0.07407407407407407
<s>,Ah,bueno,2,21,0.09523809523809523
Ah,bueno,</s>,2,2,1.0
"Si,",al,rato,2,3,0.6666666666666666
por,vane,</s>,2,3,0.6666666666666666
vane,</s>,<s>,2,2,1.0
penas,voy,a,2,2,1.0
voy,a,llegar,2,16,0.125
<s>,Ya,la,2,78,0.02564102564102564
las,🍻,</s>,2,2,1.0
🍻,</s>,<s>,2,2,1.0
Así,es,</s>,2,3,0.6666666666666666
<s>,"Si,",si,2,56,0.03571428571428571
a,mi,mamá,2,12,0.16666666666666666
<s>,Y,si,2,33,0.06060606060606061
y,ya,me,2,9,0.2222222222222222
hora,</s>,<s>,2,2,1.0
a,la,tienda,2,19,0.10526315789473684
la,tienda,</s>,2,2,1.0
tienda,</s>,<s>,2,2,1.0
</s>,<s>,Todavía,2,1592,0.001256281407035176
<s>,Se,lo,2,13,0.15384615384615385
lo,voy,a,2,3,0.6666666666666666
a,dejar,a,2,3,0.6666666666666666
tengo,que,ir,2,5,0.4
que,ir,a,2,2,1.0
<s>,Ya,te,2,78,0.02564102564102564
llegando,</s>,<s>,2,2,1.0
rato,voy,</s>,2,4,0.5
<s>,Como,a,2,7,0.2857142857142857
Como,a,las,2,2,1.0
Es,que,es,2,14,0.14285714285714285
es,la,contraseña,2,6,0.3333333333333333
la,contraseña,</s>,2,2,1.0
